1 0 32.6643 -31.081 1748.38 -49.4877 14.572 1697.15 29.4584 -5.64641 1598.03 114.953 23.0684 1699.99 28.8892 183.276 1616.85 -85.7203 265.412 1476.78 143.321 268.61 1476.11 -76.4778 64.1133 1429.19 151.965 56.9503 1433.77 21.0829 37.1212 1347.31 38.436 273.459 1333.19 -249.371 97.5348 1300.65 -244.696 204.379 1298.55 -303.549 154.915 1267.64 290.802 191.691 1280.05 278.09 74.1001 1279.17 355.876 121.288 1257.43 26.4943 280.555 1151.04 -326.625 82.0203 1102.61 -420.303 98.6344 1073.37 -352.997 170.098 1122.97 342.117 53.1896 1091.33 385.489 132.192 1090.81 436.803 53.5575 1046.35 471.263 12.9478 918.196 8.29696 -9.63955 1083.39 144.063 241.115 976.111 -480.762 74.4006 949.995 -116.073 263.116 959.618 -122.593 22.673 926.609 203.876 194.49 797.479 163.029 26.4835 936.918 152.424 37.3731 652.952 -149.851 45.5505 655.06 -194.717 187.08 745.652 -236.583 178.148 472.249 -187.485 260.302 402.588 -186.084 110.722 379.455 179.394 268.448 393.652 257.517 194.632 428.814 201.229 117.239 366.642
2 0 32.4682 -31.1504 1748.4 -49.4464 14.6347 1697.15 29.4866 -5.62168 1598.05 114.984 23.1361 1700.01 28.8988 183.299 1616.86 -85.7011 265.455 1476.79 143.344 268.629 1476.1 -76.4431 64.1436 1429.19 151.989 56.9838 1433.74 21.0737 37.1617 1347.32 38.4572 273.474 1333.19 -249.305 97.5484 1300.62 -244.71 204.388 1298.58 -303.538 154.933 1267.63 290.773 191.69 1280.05 278.097 74.1572 1279.12 355.844 121.309 1257.4 26.5397 280.586 1151.03 -326.608 82.0469 1102.58 -420.274 98.6242 1073.36 -352.967 170.101 1123.01 342.08 53.234 1091.3 385.461 132.215 1090.82 436.775 53.6054 1046.33 471.248 12.9381 918.157 8.2893 -9.60934 1083.39 144.067 241.132 976.106 -480.721 74.3918 949.976 -116.046 263.145 959.612 -122.62 22.6922 926.628 203.891 194.475 797.492 163.053 26.5222 936.902 152.473 37.3927 652.931 -149.823 45.5813 655.04 -194.656 187.087 745.666 -236.551 178.137 472.212 -187.442 260.301 402.558 -186.114 110.735 379.47 179.403 268.441 393.635 257.518 194.615 428.74 201.247 117.27 366.65
3 0 32.5919 -31.0355 1748.49 -49.3892 14.6979 1697.2 29.5386 -5.51316 1598.11 115.013 23.2057 1700.09 28.9277 183.33 1616.85 -85.6798 265.453 1476.77 143.332 268.653 1476.08 -76.4083 64.2388 1429.21 152.017 57.0441 1433.78 21.1094 37.2142 1347.38 38.4439 273.481 1333.18 -249.295 97.6378 1300.65 -244.692 204.422 1298.57 -303.528 155.004 1267.68 290.787 191.717 1280.07 278.105 74.2281 1279.16 355.871 121.348 1257.43 26.4631 280.643 1151.03 -326.557 82.1 1102.63 -420.244 98.6439 1073.39 -352.944 170.093 1122.98 342.102 53.3272 1091.32 385.45 132.231 1090.81 436.776 53.6646 1046.33 471.251 12.9997 918.182 8.32276 -9.56046 1083.44 144.067 241.133 976.091 -480.675 74.3946 950.011 -115.861 262.91 959.537 -122.625 22.7897 926.703 203.865 194.469 797.475 163.094 26.5973 936.975 152.513 37.4578 652.993 -149.863 45.6237 655.086 -194.616 187.133 745.636 -236.546 178.205 472.247 -187.441 260.281 402.559 -186.082 110.778 379.506 179.416 268.437 393.659 257.541 194.737 428.718 201.287 117.281 366.689
4 0 32.6518 -30.9035 1748.57 -49.3645 14.7827 1697.28 29.75 -5.24555 1598.18 115.058 23.3238 1700.17 28.9053 183.382 1616.84 -85.6775 265.494 1476.77 143.343 268.674 1476.08 -76.3751 64.3019 1429.29 152.037 57.1221 1433.88 21.1266 37.3054 1347.45 38.4351 273.517 1333.19 -249.29 97.7241 1300.7 -244.672 204.461 1298.59 -303.537 155.106 1267.73 290.776 191.721 1280.05 278.117 74.2785 1279.27 355.887 121.436 1257.48 26.4988 280.654 1151.01 -326.516 82.1513 1102.75 -420.211 98.6777 1073.46 -352.962 170.133 1122.95 342.049 53.4168 1091.36 385.423 132.258 1090.8 436.77 53.6814 1046.32 471.288 13.105 918.244 8.29972 -9.49419 1083.52 144.09 241.153 976.065 -480.669 74.3955 950.069 -115.878 262.965 959.562 -122.617 22.85 926.77 203.872 194.42 797.4 163.095 26.6424 937.094 152.837 37.7464 653.162 -149.9 45.6826 655.181 -194.702 187.176 745.76 -236.568 178.277 472.329 -187.443 260.279 402.561 -186.093 110.821 379.582 179.405 268.455 393.665 257.585 194.67 428.841 201.295 117.364 366.742
5 0 32.6941 -30.782 1748.65 -49.4222 14.8768 1697.39 29.7785 -5.15526 1598.26 115.115 23.4453 1700.31 28.9108 183.377 1616.81 -85.6646 265.528 1476.76 143.331 268.685 1476.06 -76.4228 64.3612 1429.44 152.023 57.1752 1434.01 21.157 37.3608 1347.55 38.4248 273.506 1333.15 -249.288 97.7691 1300.79 -244.692 204.46 1298.56 -303.523 155.166 1267.79 290.759 191.719 1280.05 278.148 74.3407 1279.4 355.853 121.465 1257.53 26.4869 280.688 1150.99 -326.482 82.2203 1102.83 -420.215 98.7169 1073.54 -352.938 170.108 1122.93 342.023 53.4209 1091.49 385.375 132.259 1090.76 436.761 53.7549 1046.35 471.27 13.2153 918.29 8.20771 -9.4353 1083.62 144.103 241.127 976.064 -480.661 74.4059 950.164 -115.894 263.01 959.549 -122.622 22.8804 926.863 203.829 194.319 797.367 163.091 26.6815 937.196 152.792 37.8267 653.347 -149.938 45.7544 655.301 -194.728 187.175 745.732 -236.59 178.353 472.413 -187.425 260.274 402.535 -186.104 110.885 379.744 179.404 268.425 393.659 257.589 194.744 428.922 201.291 117.412 366.901
6 0 32.6268 -30.7773 1748.76 -49.4806 14.9435 1697.53 29.7435 -5.15525 1598.37 115.084 23.5311 1700.4 28.8715 183.429 1616.82 -85.6717 265.532 1476.74 143.33 268.702 1476.05 -76.4703 64.3711 1429.51 151.941 57.1792 1434.12 21.1478 37.4119 1347.65 38.3979 273.573 1333.16 -249.315 97.8175 1300.85 -244.702 204.532 1298.55 -303.541 155.198 1267.81 290.727 191.715 1280.02 278.127 74.3451 1279.53 355.819 121.487 1257.58 26.5139 280.713 1150.99 -326.456 82.2072 1102.95 -420.206 98.7309 1073.6 -352.915 170.105 1122.9 341.972 53.4304 1091.58 385.304 132.233 1090.76 436.735 53.8758 1046.39 471.263 13.3152 918.344 8.15787 -9.40571 1083.7 144.118 241.161 976.086 -480.657 74.3751 950.231 -115.906 263.071 959.555 -122.665 22.9116 926.971 203.829 194.393 797.41 163.022 26.6684 937.262 152.539 37.6647 653.418 -149.976 45.7677 655.362 -194.688 187.203 745.7 -236.63 178.415 472.487 -187.414 260.25 402.522 -186.147 110.918 379.823 179.381 268.42 393.654 257.538 194.787 429.044 201.227 117.468 367.056
7 0 32.5475 -30.7589 1748.77 -49.5208 14.9596 1697.54 29.5588 -5.28547 1598.44 115.1 23.5887 1700.43 28.8709 183.457 1616.8 -85.6773 265.591 1476.74 143.377 268.734 1476.05 -76.5184 64.4325 1429.53 151.935 57.1948 1434.17 21.1331 37.3895 1347.68 38.4425 273.575 1333.14 -249.351 97.8359 1300.89 -244.699 204.58 1298.55 -303.525 155.22 1267.82 290.703 191.722 1280.01 278.082 74.3416 1279.55 355.807 121.482 1257.59 26.4969 280.758 1150.98 -326.464 82.1972 1103 -420.207 98.7239 1073.63 -352.89 170.12 1122.91 341.887 53.4687 1091.64 385.287 132.269 1090.76 436.673 53.9172 1046.4 471.148 13.3464 918.318 8.15456 -9.40498 1083.74 144.152 241.211 976.074 -480.637 74.32 950.266 -115.876 263.104 959.563 -122.707 22.9087 927.013 203.847 194.472 797.475 162.992 26.6469 937.299 152.479 37.6598 653.416 -150.046 45.7544 655.392 -194.663 187.208 745.678 -236.619 178.42 472.484 -187.384 260.258 402.518 -186.139 110.904 379.862 179.388 268.418 393.65 257.549 194.809 429.031 201.161 117.44 367.098
8 0 32.523 -30.6931 1748.77 -49.5 14.9747 1697.5 29.6837 -5.08244 1598.38 115.031 23.5865 1700.4 28.8658 183.489 1616.82 -85.6541 265.645 1476.72 143.363 268.785 1476.05 -76.4877 64.4603 1429.49 151.964 57.221 1434.13 21.1298 37.4086 1347.61 38.4079 273.618 1333.14 -249.235 97.8485 1300.85 -244.729 204.622 1298.56 -303.488 155.185 1267.78 290.649 191.725 1280.01 278.059 74.3248 1279.52 355.747 121.467 1257.53 26.5217 280.78 1150.96 -326.433 82.1836 1102.93 -420.178 98.7006 1073.58 -352.854 170.122 1122.89 341.855 53.4976 1091.57 385.258 132.294 1090.75 436.567 53.8552 1046.31 471.029 13.3197 918.214 8.18907 -9.40137 1083.73 144.117 241.224 976.09 -480.588 74.2475 950.233 -115.901 263.147 959.543 -122.708 22.91 926.978 203.837 194.494 797.461 162.975 26.6771 937.243 152.442 37.6472 653.344 -150.053 45.7235 655.382 -194.654 187.195 745.679 -236.609 178.368 472.445 -187.403 260.249 402.547 -186.122 110.889 379.784 179.387 268.413 393.625 257.488 194.792 429.03 201.18 117.45 367.008
9 0 32.6072 -30.6099 1748.71 -49.4687 15.0331 1697.44 29.6497 -4.92124 1598.3 115.029 23.5976 1700.33 28.8585 183.515 1616.8 -85.5794 265.679 1476.7 143.368 268.801 1476.04 -76.4733 64.5152 1429.44 152.003 57.1991 1434.05 21.1343 37.3962 1347.54 38.4523 273.637 1333.12 -249.141 97.8524 1300.79 -244.698 204.636 1298.53 -303.472 155.182 1267.72 290.63 191.712 1279.98 278.031 74.3849 1279.41 355.73 121.447 1257.47 26.5504 280.807 1150.95 -326.407 82.1291 1102.88 -420.139 98.6551 1073.51 -352.807 170.132 1122.85 341.801 53.5666 1091.44 385.23 132.293 1090.71 436.458 53.8292 1046.23 470.909 13.2478 918.106 8.19506 -9.40837 1083.67 144.144 241.22 976.017 -480.536 74.2101 950.177 -115.852 263.145 959.513 -122.68 22.9226 926.901 203.814 194.485 797.402 162.964 26.6901 937.204 152.412 37.5933 653.275 -150.057 45.6729 655.333 -194.532 187.223 745.61 -236.603 178.318 472.384 -187.376 260.247 402.538 -186.125 110.827 379.703 179.392 268.397 393.601 257.523 194.806 428.83 201.22 117.388 366.882
10 0 32.5639 -30.5774 1748.71 -49.4888 15.0785 1697.38 29.6859 -5.004 1598.3 115.001 23.6001 1700.27 28.8846 183.559 1616.8 -85.61 265.733 1476.7 143.396 268.819 1476.04 -76.4616 64.5347 1429.38 152.004 57.2188 1433.98 21.1007 37.4224 1347.52 38.4553 273.649 1333.1 -249.101 97.8747 1300.74 -244.627 204.669 1298.51 -303.38 155.161 1267.69 290.621 191.696 1279.98 277.975 74.3767 1279.31 355.684 121.426 1257.4 26.5416 280.832 1150.96 -326.373 82.1242 1102.81 -420.102 98.6329 1073.46 -352.775 170.126 1122.84 341.733 53.5862 1091.3 385.221 132.288 1090.71 436.348 53.7693 1046.2 470.762 13.2063 918.019 8.20989 -9.38958 1083.63 144.159 241.232 976.019 -480.482 74.1296 950.092 -115.843 263.15 959.514 -122.703 22.931 926.866 203.788 194.411 797.399 162.97 26.6779 937.15 152.583 37.715 653.219 -150.044 45.6655 655.264 -194.597 187.207 745.701 -236.608 178.328 472.348 -187.42 260.259 402.512 -186.132 110.827 379.599 179.378 268.381 393.639 257.547 194.671 428.939 201.244 117.378 366.803
